,pre_g_mean,pre_acsa,o_g_mean,o_acsa,acc_in_training,pass_pre_train_classifier,pass_o_classifier,acc_in_cls0,threshold_in_cls0,valid_sample_in_cls0,valid_ratio_in_cls0,acc_in_cls1,threshold_in_cls1,valid_sample_in_cls1,valid_ratio_in_cls1,acc_in_cls2,threshold_in_cls2,valid_sample_in_cls2,valid_ratio_in_cls2,acc_in_cls3,threshold_in_cls3,valid_sample_in_cls3,valid_ratio_in_cls3,acc_in_cls4,threshold_in_cls4,valid_sample_in_cls4,valid_ratio_in_cls4,acc_in_cls5,threshold_in_cls5,valid_sample_in_cls5,valid_ratio_in_cls5,acc_in_cls6,threshold_in_cls6,valid_sample_in_cls6,valid_ratio_in_cls6,acc_in_cls7,threshold_in_cls7,valid_sample_in_cls7,valid_ratio_in_cls7,acc_in_cls8,threshold_in_cls8,valid_sample_in_cls8,valid_ratio_in_cls8,acc_in_cls9,threshold_in_cls9,valid_sample_in_cls9,valid_ratio_in_cls9
10,0.80864257,0.834,0.71346515,0.795,0.9891179,0.0050865803,0.005081289,1.0,1.0,0.0,0.0,0.99,0.9049357,3525.0,0.0050865803,0.95,0.92108935,3525.0,0.0050865803,0.93,0.9280284,3525.0,0.0050865803,0.94,0.9287768,3525.0,0.0050865803,0.79,0.8809165,3525.0,0.0050865803,0.87,0.9019262,3525.0,0.0050865803,0.9,0.88051814,3525.0,0.0050865803,0.42,0.725014,3525.0,0.0050865803,0.16,0.73805076,3525.0,0.0050865803
11,0.80864257,0.834,0.84130836,0.856,0.98896277,0.0050865803,0.0050865803,1.0,1.0,0.0,0.0,0.99,0.89482737,3525.0,0.0050865803,0.94,0.91847545,3525.0,0.0050865803,0.92,0.92626745,3525.0,0.0050865803,0.95,0.92846507,3525.0,0.0050865803,0.78,0.8800936,3525.0,0.0050865803,0.88,0.9019262,3525.0,0.0050865803,0.86,0.88051814,3525.0,0.0050865803,0.74,0.725014,3525.0,0.0050865803,0.5,0.73805076,3525.0,0.0050865803
12,0.80864257,0.834,0.8154459,0.837,0.9907358,0.0050865803,0.0050856182,1.0,1.0,0.0,0.0,1.0,0.88780105,3525.0,0.0050865803,0.92,0.917978,3525.0,0.0050865803,0.86,0.9255782,3525.0,0.0050865803,0.93,0.92898285,3525.0,0.0050865803,0.86,0.88075227,3525.0,0.0050865803,0.88,0.9019262,3525.0,0.0050865803,0.78,0.88051814,3525.0,0.0050865803,0.41,0.725014,3525.0,0.0050865803,0.73,0.73805076,3525.0,0.0050865803
13,0.80864257,0.834,0.78246,0.817,0.9920656,0.0050865803,0.0050865803,0.98,1.0,0.0,0.0,0.99,0.87697643,3525.0,0.0050865803,0.93,0.9167279,3525.0,0.0050865803,0.9,0.92522573,3525.0,0.0050865803,0.99,0.92844194,3525.0,0.0050865803,0.83,0.88075227,3525.0,0.0050865803,0.93,0.9019262,3525.0,0.0050865803,0.76,0.88051814,3525.0,0.0050865803,0.48,0.725014,3525.0,0.0050865803,0.38,0.73805076,3525.0,0.0050865803
14,0.80864257,0.834,0.83404917,0.844,0.9912899,0.0050865803,0.0050865803,1.0,1.0,0.0,0.0,0.99,0.86107475,3525.0,0.0050865803,0.92,0.9175506,3525.0,0.0050865803,0.89,0.92522573,3525.0,0.0050865803,0.93,0.9286235,3525.0,0.0050865803,0.87,0.88075227,3525.0,0.0050865803,0.8,0.9019262,3525.0,0.0050865803,0.77,0.88051814,3525.0,0.0050865803,0.63,0.725014,3525.0,0.0050865803,0.64,0.73805076,3525.0,0.0050865803
15,0.80864257,0.834,0.75831044,0.808,0.99246454,0.0050865803,0.0050865803,0.99,1.0,0.0,0.0,0.99,0.85242635,3525.0,0.0050865803,0.89,0.9177066,3525.0,0.0050865803,0.93,0.9248079,3525.0,0.0050865803,0.95,0.92796904,3525.0,0.0050865803,0.87,0.88075227,3525.0,0.0050865803,0.94,0.9019262,3525.0,0.0050865803,0.8,0.88051814,3525.0,0.0050865803,0.29,0.72606045,3525.0,0.0050865803,0.43,0.73805076,3525.0,0.0050865803
16,0.80864257,0.834,0.78807807,0.829,0.99235374,0.0050865803,0.0050865803,1.0,1.0,0.0,0.0,0.99,0.83539915,3525.0,0.0050865803,0.88,0.91669315,3525.0,0.0050865803,0.97,0.92567444,3525.0,0.0050865803,0.95,0.9275777,3525.0,0.0050865803,0.87,0.8809252,3525.0,0.0050865803,0.9,0.9019262,3525.0,0.0050865803,0.75,0.88051814,3525.0,0.0050865803,0.28,0.72606045,3525.0,0.0050865803,0.7,0.73805076,3525.0,0.0050865803
17,0.80864257,0.834,0.79562837,0.82,0.99202126,0.0050865803,0.0050865803,1.0,1.0,0.0,0.0,0.99,0.81976575,3525.0,0.0050865803,0.9,0.91669315,3525.0,0.0050865803,0.97,0.9249793,3525.0,0.0050865803,0.95,0.9270209,3525.0,0.0050865803,0.8,0.8809252,3525.0,0.0050865803,0.89,0.9013197,3525.0,0.0050865803,0.7,0.88051814,3525.0,0.0050865803,0.46,0.72606045,3525.0,0.0050865803,0.54,0.73805076,3525.0,0.0050865803
18,0.80864257,0.834,0.7554297,0.804,0.9914007,0.0050865803,0.005084656,1.0,1.0,0.0,0.0,0.99,0.8027236,3525.0,0.0050865803,0.9,0.91696864,3525.0,0.0050865803,0.96,0.92452496,3525.0,0.0050865803,0.96,0.92639893,3525.0,0.0050865803,0.76,0.8809252,3525.0,0.0050865803,0.82,0.9013197,3525.0,0.0050865803,0.83,0.8794279,3525.0,0.0050865803,0.57,0.72606045,3525.0,0.0050865803,0.25,0.73805076,3525.0,0.0050865803
19,0.80864257,0.834,0.7945115,0.822,0.99179965,0.0050865803,0.0050865803,1.0,1.0,0.0,0.0,0.99,0.785517,3525.0,0.0050865803,0.91,0.91637856,3525.0,0.0050865803,0.92,0.92452496,3525.0,0.0050865803,0.9,0.92639893,3525.0,0.0050865803,0.88,0.8809252,3525.0,0.0050865803,0.82,0.9013197,3525.0,0.0050865803,0.88,0.8794279,3525.0,0.0050865803,0.46,0.72606045,3525.0,0.0050865803,0.46,0.73805076,3525.0,0.0050865803
20,0.80864257,0.834,0.78164935,0.81,0.99235374,0.0050865803,0.005083534,1.0,1.0,0.0,0.0,0.98,0.7646208,3525.0,0.0050865803,0.85,0.9152564,3525.0,0.0050865803,0.97,0.92452496,3525.0,0.0050865803,0.92,0.92639893,3525.0,0.0050865803,0.78,0.8809252,3525.0,0.0050865803,0.92,0.9013197,3525.0,0.0050865803,0.76,0.8794279,3525.0,0.0050865803,0.42,0.72606045,3525.0,0.0050865803,0.5,0.73805076,3525.0,0.0050865803
21,0.80864257,0.834,0.75582874,0.808,0.99224293,0.0050865803,0.0050865803,0.99,1.0,0.0,0.0,0.99,0.73144007,3525.0,0.0050865803,0.89,0.9152564,3525.0,0.0050865803,0.97,0.92452496,3525.0,0.0050865803,0.94,0.9257147,3525.0,0.0050865803,0.81,0.8809252,3525.0,0.0050865803,0.87,0.9013197,3525.0,0.0050865803,0.8,0.8794279,3525.0,0.0050865803,0.23,0.72606045,3525.0,0.0050865803,0.59,0.73805076,3525.0,0.0050865803
22,0.80864257,0.834,0.7446814,0.811,0.9926197,0.0050865803,0.0050860993,0.99,1.0,0.0,0.0,0.99,0.7075996,3525.0,0.0050865803,0.92,0.9134421,3525.0,0.0050865803,0.85,0.9251764,3525.0,0.0050865803,0.95,0.9257147,3525.0,0.0050865803,0.89,0.8809252,3525.0,0.0050865803,0.87,0.9013197,3525.0,0.0050865803,0.76,0.8794279,3525.0,0.0050865803,0.17,0.72606045,3525.0,0.0050865803,0.72,0.73805076,3525.0,0.0050865803
23,0.80864257,0.834,0.7580572,0.795,0.99246454,0.0050865803,0.0050865803,1.0,1.0,0.0,0.0,0.99,0.6935669,3525.0,0.0050865803,0.9,0.9126444,3525.0,0.0050865803,0.93,0.9251764,3525.0,0.0050865803,0.98,0.9257147,3525.0,0.0050865803,0.79,0.8809252,3525.0,0.0050865803,0.8,0.9013197,3525.0,0.0050865803,0.75,0.8794279,3525.0,0.0050865803,0.37,0.72606045,3525.0,0.0050865803,0.44,0.73805076,3525.0,0.0050865803
24,0.80864257,0.834,0.7281653,0.788,0.99213207,0.0050865803,0.0050864196,1.0,1.0,0.0,0.0,0.99,0.6699863,3525.0,0.0050865803,0.9,0.9118753,3525.0,0.0050865803,0.92,0.9251764,3525.0,0.0050865803,0.97,0.92633826,3525.0,0.0050865803,0.86,0.8809252,3525.0,0.0050865803,0.84,0.9013197,3525.0,0.0050865803,0.76,0.8794279,3525.0,0.0050865803,0.24,0.72606045,3525.0,0.0050865803,0.4,0.73805076,3525.0,0.0050865803
25,0.80864257,0.834,0.7945622,0.82,0.99157804,0.0050865803,0.0050865803,0.98,1.0,0.0,0.0,0.99,0.6274082,3525.0,0.0050865803,0.9,0.91277045,3525.0,0.0050865803,0.93,0.92453736,3525.0,0.0050865803,0.95,0.92629457,3525.0,0.0050865803,0.79,0.8811759,3525.0,0.0050865803,0.87,0.9013197,3525.0,0.0050865803,0.83,0.8794279,3525.0,0.0050865803,0.43,0.72606045,3525.0,0.0050865803,0.53,0.73805076,3525.0,0.0050865803
26,0.80864257,0.834,0.81756014,0.834,0.9915115,0.0050865803,0.0050865803,1.0,1.0,0.0,0.0,0.99,0.5986832,3525.0,0.0050865803,0.93,0.91146046,3525.0,0.0050865803,0.91,0.92401075,3525.0,0.0050865803,0.94,0.9254379,3525.0,0.0050865803,0.78,0.8811759,3525.0,0.0050865803,0.8,0.90176475,3525.0,0.0050865803,0.76,0.8794279,3525.0,0.0050865803,0.47,0.72606045,3525.0,0.0050865803,0.76,0.73805076,3525.0,0.0050865803
27,0.80864257,0.834,0.7609075,0.79,0.9884087,0.0050865803,0.0050865803,0.99,1.0,0.0,0.0,0.99,0.572578,3525.0,0.0050865803,0.9,0.9108405,3525.0,0.0050865803,0.97,0.9247553,3525.0,0.0050865803,0.92,0.9254379,3525.0,0.0050865803,0.75,0.8801812,3525.0,0.0050865803,0.73,0.90176475,3525.0,0.0050865803,0.74,0.8798835,3525.0,0.0050865803,0.4,0.72606045,3525.0,0.0050865803,0.51,0.73805076,3525.0,0.0050865803
28,0.80864257,0.834,0.81108385,0.825,0.9880319,0.0050865803,0.0050865803,0.99,1.0,0.0,0.0,0.99,0.5176393,3525.0,0.0050865803,0.88,0.90950763,3525.0,0.0050865803,0.96,0.92491364,3525.0,0.0050865803,0.92,0.92487574,3525.0,0.0050865803,0.8,0.8801812,3525.0,0.0050865803,0.83,0.90176475,3525.0,0.0050865803,0.58,0.8798835,3525.0,0.0050865803,0.6,0.7268996,3525.0,0.0050865803,0.7,0.73805076,3525.0,0.0050865803
29,0.80864257,0.834,0.78199834,0.815,0.98597074,0.0050865803,0.0050856182,1.0,1.0,0.0,0.0,0.99,0.48422113,3525.0,0.0050865803,0.88,0.9108124,3525.0,0.0050865803,0.93,0.92456776,3525.0,0.0050865803,0.94,0.92487574,3525.0,0.0050865803,0.84,0.8801812,3525.0,0.0050865803,0.92,0.90176475,3525.0,0.0050865803,0.77,0.8798835,3525.0,0.0050865803,0.37,0.7268996,3525.0,0.0050865803,0.51,0.7357917,3525.0,0.0050865803
