,pre_g_mean,pre_acsa,o_g_mean,o_acsa,acc_in_training,pass_pre_train_classifier,pass_o_classifier,acc_in_cls0,threshold_in_cls0,valid_sample_in_cls0,valid_ratio_in_cls0,acc_in_cls1,threshold_in_cls1,valid_sample_in_cls1,valid_ratio_in_cls1,acc_in_cls2,threshold_in_cls2,valid_sample_in_cls2,valid_ratio_in_cls2,acc_in_cls3,threshold_in_cls3,valid_sample_in_cls3,valid_ratio_in_cls3,acc_in_cls4,threshold_in_cls4,valid_sample_in_cls4,valid_ratio_in_cls4,acc_in_cls5,threshold_in_cls5,valid_sample_in_cls5,valid_ratio_in_cls5,acc_in_cls6,threshold_in_cls6,valid_sample_in_cls6,valid_ratio_in_cls6,acc_in_cls7,threshold_in_cls7,valid_sample_in_cls7,valid_ratio_in_cls7,acc_in_cls8,threshold_in_cls8,valid_sample_in_cls8,valid_ratio_in_cls8,acc_in_cls9,threshold_in_cls9,valid_sample_in_cls9,valid_ratio_in_cls9
1,0.80864257,0.834,0.0,0.721,0.91402924,0.002034632,0.0013559404,1.0,1.0,0.0,0.0,1.0,0.9923996,1410.0,0.002034632,0.88,0.9423685,1410.0,0.002034632,0.9,0.96078295,1410.0,0.002034632,0.9,0.9492791,1410.0,0.002034632,0.88,0.91085947,1410.0,0.002034632,0.78,0.8933895,1410.0,0.002034632,0.87,0.8768811,1410.0,0.002034632,0.0,0.7025262,1410.0,0.002034632,0.0,0.7357069,1410.0,0.002034632
1,0.80864257,0.834,0.63176227,0.758,0.95848846,0.002034632,0.0018837582,1.0,1.0,0.0,0.0,1.0,0.99084413,1410.0,0.002034632,0.85,0.9338509,1410.0,0.002034632,0.95,0.9594968,1410.0,0.002034632,0.97,0.94816524,1410.0,0.002034632,0.75,0.91071284,1410.0,0.002034632,0.88,0.89151305,1410.0,0.002034632,0.79,0.87585086,1410.0,0.002034632,0.08,0.69851345,1410.0,0.002034632,0.31,0.73201936,1410.0,0.002034632
2,0.80864257,0.834,0.60296786,0.747,0.9705009,0.002034632,0.002029341,1.0,1.0,0.0,0.0,1.0,0.98819244,1410.0,0.002034632,0.89,0.9243841,1410.0,0.002034632,0.97,0.957599,1410.0,0.002034632,0.95,0.94656426,1410.0,0.002034632,0.75,0.91062737,1410.0,0.002034632,0.81,0.8904389,1410.0,0.002034632,0.85,0.8734594,1410.0,0.002034632,0.15,0.6989593,1410.0,0.002034632,0.1,0.7298821,1410.0,0.002034632
3,0.80864257,0.834,0.77110934,0.805,0.9759973,0.002034632,0.0020338304,1.0,1.0,0.0,0.0,1.0,0.9863058,1410.0,0.002034632,0.91,0.9128486,1410.0,0.002034632,0.94,0.955786,1410.0,0.002034632,0.94,0.94520324,1410.0,0.002034632,0.83,0.9104936,1410.0,0.002034632,0.76,0.89011955,1410.0,0.002034632,0.79,0.8734594,1410.0,0.002034632,0.53,0.6989593,1410.0,0.002034632,0.35,0.7298821,1410.0,0.002034632
4,0.80864257,0.834,0.82494754,0.847,0.9822695,0.002034632,0.002034632,1.0,1.0,0.0,0.0,1.0,0.98269755,1410.0,0.002034632,0.92,0.90681773,1410.0,0.002034632,0.89,0.95540804,1410.0,0.002034632,0.93,0.94488376,1410.0,0.002034632,0.89,0.9104936,1410.0,0.002034632,0.89,0.89011955,1410.0,0.002034632,0.86,0.8736296,1410.0,0.002034632,0.42,0.7007065,1410.0,0.002034632,0.67,0.7298821,1410.0,0.002034632
5,0.80864257,0.834,0.8555237,0.864,0.9846853,0.002034632,0.002034632,1.0,1.0,0.0,0.0,0.99,0.9802305,1410.0,0.002034632,0.91,0.90062743,1410.0,0.002034632,0.92,0.9542553,1410.0,0.002034632,0.92,0.9444113,1410.0,0.002034632,0.82,0.9104936,1410.0,0.002034632,0.92,0.8890377,1410.0,0.002034632,0.82,0.8736296,1410.0,0.002034632,0.61,0.7007065,1410.0,0.002034632,0.73,0.7310622,1410.0,0.002034632
6,0.80864257,0.834,0.7278798,0.782,0.9848183,0.002034632,0.0020323873,1.0,1.0,0.0,0.0,0.99,0.9752815,1410.0,0.002034632,0.9,0.8928587,1410.0,0.002034632,0.92,0.95335597,1410.0,0.002034632,0.93,0.9434845,1410.0,0.002034632,0.77,0.90910196,1410.0,0.002034632,0.84,0.8890377,1410.0,0.002034632,0.83,0.8736296,1410.0,0.002034632,0.3,0.7007065,1410.0,0.002034632,0.34,0.7310622,1410.0,0.002034632
7,0.80864257,0.834,0.7881743,0.817,0.9866356,0.002034632,0.002034632,1.0,1.0,0.0,0.0,1.0,0.971092,1410.0,0.002034632,0.83,0.8897544,1410.0,0.002034632,0.92,0.95335597,1410.0,0.002034632,0.93,0.9434845,1410.0,0.002034632,0.76,0.90871185,1410.0,0.002034632,0.85,0.88797647,1410.0,0.002034632,0.86,0.87364155,1410.0,0.002034632,0.67,0.7007065,1410.0,0.002034632,0.35,0.7310622,1410.0,0.002034632
