,elbo,pre_g_mean,pre_acsa,o_g_mean,o_acsa
61,-90.410255,0.85702163,0.865791,0.06363111,0.056788612
62,-89.75019,0.84507227,0.8561429,0.062371567,0.054501988
63,-89.866554,0.8667698,0.8755847,0.06332664,0.056358214
64,-89.93039,0.87043345,0.8793813,0.062235944,0.05537632
65,-90.15079,0.85067844,0.86095196,0.06312388,0.056340843
66,-90.475586,0.85160434,0.8607281,0.061419062,0.055018526
67,-90.23158,0.8503781,0.8608021,0.062824264,0.054933455
68,-89.50879,0.8507474,0.859849,0.061935414,0.055326443
69,-89.736176,0.8595161,0.87243634,0.063612334,0.057905428
70,-89.88768,0.8454344,0.857393,0.0636467,0.05763578
71,-89.31992,0.8542895,0.8616534,0.061641242,0.054967124
72,-89.60658,0.86006844,0.8703914,0.060527507,0.053100243
73,-89.64393,0.8249032,0.8414725,0.06184072,0.054629073
74,-89.21174,0.86125314,0.870296,0.06279349,0.05624845
75,-89.17985,0.85856545,0.8723441,0.06295449,0.05670954
76,-89.06268,0.8624717,0.8731984,0.061252434,0.055402264
77,-88.99636,0.86069,0.87007,0.0615866,0.054348838
78,-88.93838,0.8664868,0.87597424,0.063396186,0.0558967
79,-88.94186,0.86041594,0.87192523,0.061570007,0.054112073
80,-88.789825,0.8397358,0.8504084,0.063073896,0.05715839
81,-88.44545,0.8591641,0.86708826,0.06166299,0.054102473
82,-88.837685,0.85978585,0.86851233,0.06173154,0.055062335
83,-89.41754,0.857175,0.86844933,0.06356698,0.056430366
84,-89.5771,0.8481209,0.8600497,0.061281405,0.055192966
85,-89.3546,0.8470824,0.86052144,0.061309654,0.055665556
86,-89.25141,0.860047,0.86897105,0.062062923,0.05454258
87,-88.97668,0.8522609,0.86396027,0.06212636,0.055048853
88,-88.36539,0.8541916,0.8643181,0.0613011,0.055038758
89,-88.58537,0.8541861,0.8640267,0.061851107,0.0550699
90,-88.38793,0.8547406,0.8653973,0.06163696,0.054251034
91,-88.441216,0.85897183,0.87024784,0.063182645,0.054890424
92,-88.60941,0.8564781,0.86695427,0.06411949,0.05699558
93,-88.60256,0.8550536,0.86606294,0.061309356,0.0541666
94,-88.449165,0.8483615,0.85839015,0.061617598,0.054919593
95,-88.22401,0.859254,0.86948043,0.06214782,0.056062605
96,-88.09078,0.85765266,0.86708784,0.062722296,0.056833707
97,-88.12653,0.8518858,0.8620998,0.062159427,0.0558792
98,-88.179276,0.8602551,0.8698292,0.062732026,0.055700716
99,-88.397156,0.86086285,0.87040704,0.06212786,0.054527167
100,-88.51948,0.8523098,0.86257654,0.06332909,0.05744033
100,-87.91743,0.85959095,0.869795,0.062962264,0.056137547
101,-88.001076,0.85752046,0.86572653,0.062798,0.055776913
102,-88.39825,0.85358584,0.8620545,0.062486045,0.055247262
103,-88.12021,0.86356676,0.87212044,0.062310167,0.055448562
104,-87.80628,0.86151093,0.8724135,0.062071286,0.055036403
105,-88.8432,0.85454214,0.8651275,0.7238249,0.742685
106,-88.63402,0.8542933,0.86266243,0.82739216,0.83785474
107,-88.73333,0.8484264,0.8561457,0.7949051,0.8102164
108,-88.740814,0.85981005,0.8689253,0.84526026,0.85447806
109,-88.80978,0.8595423,0.8711405,0.8126325,0.82446545
110,-88.67716,0.85830414,0.8688554,0.85970104,0.86867183
111,-88.66321,0.8540356,0.86460483,0.8137302,0.8283599
112,-88.59193,0.85454214,0.8651275,0.84452814,0.85483986
113,-88.59511,0.8542933,0.86266243,0.8472018,0.85914356
114,-88.70743,0.8484264,0.8561457,0.8158119,0.828119
115,-88.57998,0.8711628,0.84138817,0.82939357,0.78765804
116,-88.55361,0.8755266,0.8423387,0.8655474,0.8439705
117,-88.56925,0.8762971,0.8437279,0.85293424,0.815829
118,-88.802826,0.88184005,0.8527763,0.8643978,0.83316684
119,-88.609985,0.92476976,0.9055607,0.9003011,0.87793547
120,-88.515816,0.92262655,0.904267,0.9042754,0.88582456
121,-88.80109,0.92130345,0.9012648,0.9050184,0.8805978
122,-88.611115,0.9277155,0.9031459,0.91480964,0.88883275
123,-88.69201,0.9289606,0.9048287,0.90601826,0.88477576
124,-88.515495,0.9265549,0.9047444,0.8982193,0.88072807
125,-88.64204,0.9246782,0.9043278,0.894968,0.87300867
126,-88.539116,0.9229776,0.90390474,0.91283184,0.8902212
127,-88.803535,0.9292302,0.90692526,0.91862607,0.89381987
128,-88.77725,0.9267813,0.9041185,0.9076598,0.8814447
129,-88.694885,0.9263186,0.902093,0.9045594,0.8816323
